ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
360,"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .","while it's all quite tasteful to look at , the attention process profusely to do a little fleeing of its own .","while it's all quite tasteful to look at , the attention process profusely to do a little fleeing of its own .",54,True
361,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a bons time .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a bons time .",202,True
362,spare but quietly effective retelling .,spare but quietly ineffective retelling .,spare but quietly ineffective retelling .,9,True
363,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an easy film . it strenght you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an easy film . it strenght you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",53,True
364,smarter than its commercials make it seem .,dumber than its commercials make it seem .,dumber than its commercials make it seem .,2,True
365,the closest thing to the experience of space travel,the closest thing to the experience of slighted travel,the closest thing to the experience of slighted travel,36,True
366,"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .","fairy-tale formula , serves as a paper skeleton for some very dope acting , dialogue , comedy , direction and especially charm .","fairy-tale formula , serves as a paper skeleton for some very dope acting , dialogue , comedy , direction and especially charm .",20,True
367,"the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .","the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately irreproachable with its moving story .","the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately irreproachable with its moving story .",449,True
368,yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,yet another self-consciously superbly story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,yet another self-consciously superbly story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,288,True
369,"although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .","although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .","although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .",540,True
370,my advice is to skip the film and pick up the soundtrack .,my advice is to ride the film and pick up the soundtrack .,my advice is to ride the film and pick up the soundtrack .,12,True
