ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ","at its best , queen doesnt campy fun like the vincent price horror classics of the '60s .","at its best , queen doesnt campy fun like the vincent price horror classics of the '60s .",96,True
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ","it 's a much more dejected journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .","it 's a much more dejected journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .",732,True
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever achieving preachy or syrupy .,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever achieving preachy or syrupy .,56,True
289,cool ? ,dope ?,dope ?,4,True
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ","deliriously idiot , fast and loose , accessible to the uninitiated , and full of surprises","deliriously idiot , fast and loose , accessible to the uninitiated , and full of surprises",386,True
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be admiring , rather than acting .","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be admiring , rather than acting .",310,True
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,---,---,0,False
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's soured to see a cartoon that knows what it is , and knows the form 's history .","at a time when half the so-called real movies are little more than live-action cartoons , it 's soured to see a cartoon that knows what it is , and knows the form 's history .",522,True
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit plummeting out of the theater .","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit plummeting out of the theater .",492,True
295,jones ... does offer a brutal form of charisma . ,jones ... does offer a wrecked form of charisma .,jones ... does offer a wrecked form of charisma .,70,True
